ID,Prob1
521, 0.68
522, 0.30
523, 0.50
524, 0.70
525, 0.50
526, 0.70
527, 0.50
528, 0.00
529, 0.30
530, 0.20
531, 0.00
532, 0.00
533, 0.00
534, 0.50
535, 0.30
536, 0.60
537, 0.41
538, 0.20
539, 0.45
540, 1.00
541, 0.00
542, 0.10
543, 0.50
544, 0.28
545, 0.80
546, 0.00
547, 0.00
548, 0.70
549, 0.40
550, 0.20
551, 0.50
552, 0.16
553, 0.56
554, 0.00
555, 0.20
556, 0.40
557, 0.50
558, 0.00
559, 0.65
560, 0.00
561, 0.50
562, 0.30
563, 0.20
564, 1.00
565, 0.82
566, 0.00
567, 0.10
568, 0.70
569, 0.60
570, 0.00
571, 0.20
572, 0.00
573, 0.10
574, 0.60
575, 0.78
576, 0.70
577, 0.00
578, 0.00
579, 0.30
580, 0.30
581, 0.30
582, 0.80
583, 0.10
584, 0.20
585, 0.20
586, 0.30
587, 0.00
588, 0.83
589, 0.50
590, 1.00
591, 0.10
592, 0.27
593, 0.54
594, 0.90
595, 0.00
596, 0.30
597, 0.60
598, 0.40
599, 0.78
600, 0.80
601, 0.63
602, 0.20
603, 0.60
604, 0.37
605, 0.00
606, 0.00
607, 0.70
608, 0.40
609, 0.80
610, 0.80
611, 0.40
612, 0.70
613, 0.33
614, 0.20
615, 0.40
616, 0.40
617, 0.30
618, 1.00
619, 0.00
620, 0.60
621, 0.00
622, 0.70
623, 0.40
624, 0.50
625, 0.60
626, 0.00
627, 0.70
628, 0.13
629, 0.30
630, 0.00
631, 0.40
632, 0.60
633, 0.60
634, 0.60
635, 0.27
636, 0.85
637, 0.50
638, 0.00
639, 0.20
640, 0.20
641, 0.80
642, 0.50
643, 0.20
644, 0.10
645, 0.49
646, 0.30
647, 0.33
648, 0.00
649, 0.50
650, 0.50
651, 0.10
652, 0.50
653, 0.20
654, 0.70
655, 0.40
656, 0.20
657, 0.20
658, 0.00
659, 0.70
660, 0.72
661, 0.03
662, 0.20
663, 0.00
664, 0.10
665, 0.16
666, 0.70
667, 0.00
668, 0.20
669, 0.50
670, 0.00
671, 0.40
672, 0.50
673, 0.90
674, 0.80
675, 0.30
676, 0.80
677, 0.20
678, 0.16
679, 0.10
680, 0.60
681, 0.20
682, 0.60
683, 0.32
684, 0.00
685, 0.70
686, 0.10
687, 0.00
688, 0.10
689, 0.00
690, 0.25
691, 0.80
692, 0.00
693, 0.05
694, 0.50
695, 0.00
696, 0.30
697, 0.00
698, 1.00
699, 0.00
700, 0.00
701, 0.20
702, 0.60
703, 0.80
704, 0.90
705, 0.45
706, 0.45
707, 0.50
708, 0.54
709, 0.16
710, 0.60
711, 0.30
712, 0.00
713, 0.30
714, 0.00
715, 0.20
716, 0.60
717, 0.60
718, 0.80
719, 0.76
720, 0.80
721, 0.00
722, 0.00
723, 0.14
724, 0.00
725, 0.30
726, 0.60
727, 0.00
728, 0.20
729, 0.00
730, 0.20
731, 1.00
732, 0.41
733, 0.00
734, 0.56
735, 0.45
736, 0.00
737, 0.70
738, 0.90
739, 0.90
740, 0.20
741, 0.40
742, 1.00
743, 0.50
744, 0.40
745, 0.87
746, 1.00
747, 0.80
748, 0.20
749, 0.33
750, 0.10
751, 0.40
752, 0.20
753, 0.38
754, 0.00
755, 0.90
756, 0.68
757, 0.70
758, 0.53
759, 0.17
760, 0.50
761, 0.00
762, 0.10
763, 0.31
764, 0.00
765, 0.00
766, 1.00
767, 0.20
768, 0.20
769, 0.60
770, 0.20
771, 0.27
772, 0.70
773, 0.00
774, 0.30
775, 0.30
776, 0.70
777, 0.00
778, 0.03
779, 0.10
780, 0.70
781, 0.70
782, 0.00
783, 0.00
784, 0.90
785, 0.20
786, 0.74
787, 0.00
788, 0.70
789, 0.50
790, 0.30
791, 0.10
792, 0.00
793, 0.65
794, 0.00
795, 0.00
796, 0.50
797, 0.25
798, 0.15
799, 0.33
800, 0.47
801, 0.36
802, 0.70
803, 0.20
804, 0.80
805, 0.00
806, 0.75
807, 0.00
808, 0.28
809, 0.17
810, 0.30
811, 0.80
812, 0.36
813, 0.00
814, 0.40
815, 0.20
816, 0.60
817, 0.20
818, 0.20
819, 0.40
820, 0.62
821, 0.00
822, 0.20
823, 0.00
824, 0.12
825, 0.15
826, 0.00
827, 0.05
828, 0.80
829, 0.56
830, 0.30
831, 0.10
832, 0.71
833, 0.23
834, 0.00
835, 0.24
836, 0.60
837, 0.00
838, 0.70
839, 0.20
840, 0.15
841, 0.00
842, 0.00
843, 0.10
844, 0.17
845, 0.70
846, 0.50
847, 0.45
848, 0.10
849, 0.00
850, 0.40
851, 0.10
852, 0.10
853, 0.57
854, 0.23
855, 0.10
856, 0.19
857, 0.70
858, 0.10
859, 0.10
860, 0.00
861, 0.10
862, 0.40
863, 0.20
864, 0.30
865, 0.10
866, 0.00
867, 0.00
868, 0.00
869, 0.20
870, 0.00
871, 0.10
872, 1.00
873, 0.50
874, 0.50
875, 0.20
876, 0.20
877, 0.30
878, 0.30
879, 0.70
880, 0.40
881, 0.30
882, 0.00
883, 0.25
884, 0.20
885, 0.70
886, 1.00
887, 0.00
888, 1.00
889, 0.13
890, 0.90
891, 0.55
892, 0.34
893, 0.10
894, 0.00
895, 0.90
896, 0.50
897, 0.00
898, 0.80
899, 0.10
900, 0.20
901, 0.10
902, 0.30
903, 0.80
904, 0.50
905, 0.10
906, 0.80
907, 1.00
908, 0.00
909, 0.10
910, 0.70
911, 0.00
912, 0.30
913, 0.09
914, 1.00
915, 0.73
916, 0.70
917, 0.20
918, 0.00
919, 0.40
920, 0.30
921, 0.00
922, 0.60
923, 0.00
924, 0.40
925, 0.70
926, 0.00
927, 0.38
928, 0.20
929, 0.20
930, 0.13
931, 0.20
932, 0.70
933, 0.00
934, 0.40
935, 0.80
936, 0.34
937, 0.31
938, 0.48
939, 0.50
940, 1.00
941, 0.36
942, 0.00
943, 0.00
944, 0.00
945, 0.10
946, 0.79
947, 0.70
948, 1.00
949, 0.50
950, 0.76
951, 0.10
952, 0.70
953, 0.20
954, 0.00
955, 0.90
956, 0.00
957, 0.20
958, 0.40
959, 0.60
960, 0.70
961, 0.20
962, 0.10
963, 0.10
964, 0.50
965, 0.10
966, 0.65
967, 0.64
968, 0.20
969, 0.20
970, 0.00
971, 0.40
972, 0.00
973, 0.23
974, 0.40
975, 0.03
976, 0.12
977, 0.20
978, 0.00
979, 0.72
980, 0.90
981, 0.00
982, 0.20
983, 0.70
984, 0.10
985, 0.80
986, 0.30
987, 0.50
988, 0.85
989, 0.50
990, 0.90
991, 0.00
992, 0.15
993, 0.90
994, 0.20
995, 0.00
996, 0.20
997, 0.00
998, 0.60
999, 0.10
1000, 0.00
1001, 0.57
1002, 0.70
1003, 0.90
1004, 0.00
1005, 0.50
1006, 0.20
1007, 1.00
1008, 0.30
1009, 0.00
1010, 0.44
1011, 0.00
1012, 0.30
1013, 0.03
1014, 0.46
1015, 0.00
1016, 0.00
1017, 0.30
1018, 0.30
1019, 0.70
1020, 0.00
1021, 0.53
1022, 0.95
1023, 0.00
1024, 0.60
1025, 0.00
1026, 0.90
1027, 0.80
1028, 0.00
1029, 0.10
1030, 0.30
1031, 0.90
1032, 0.70
1033, 0.30
1034, 0.10
1035, 0.45
1036, 0.00
1037, 0.10
1038, 0.40
1039, 0.40
1040, 0.00
1041, 0.33
1042, 0.15
1043, 0.23
1044, 1.00
1045, 0.10
1046, 0.20
1047, 0.30
1048, 0.60
1049, 0.50
1050, 0.34
1051, 0.00
1052, 0.21
1053, 0.20
1054, 0.40
1055, 0.72
1056, 0.90
1057, 0.00
1058, 0.10
1059, 0.60
1060, 0.40
1061, 0.20
1062, 0.03
1063, 0.50
1064, 0.00
1065, 0.00
1066, 0.53
1067, 0.00
1068, 0.80
1069, 0.90
1070, 0.03
1071, 0.63
1072, 0.36
1073, 0.30
1074, 0.90
1075, 0.30
1076, 0.10
1077, 0.40
1078, 0.80
1079, 0.50
1080, 0.70
1081, 1.00
1082, 0.90
1083, 0.50
1084, 0.60
1085, 0.90
1086, 0.00
1087, 0.00
1088, 1.00
1089, 0.15
1090, 0.10
1091, 0.20
1092, 0.80
1093, 0.50
1094, 0.65
1095, 0.41
1096, 0.03
1097, 0.00
1098, 0.10
1099, 0.20
1100, 0.00
1101, 0.20
1102, 0.00
1103, 0.31
1104, 0.80
1105, 0.50
1106, 0.10
1107, 0.35
1108, 0.10
1109, 0.70
1110, 0.90
1111, 0.70
1112, 0.40
1113, 0.70
1114, 0.00
1115, 0.00
1116, 0.20
1117, 0.00
1118, 0.50
1119, 0.50
1120, 0.00
1121, 0.65
1122, 0.30
1123, 0.40
1124, 0.00
1125, 0.75
1126, 0.87
1127, 0.00
1128, 0.30
1129, 0.90
1130, 0.00
1131, 0.44
1132, 0.20
1133, 0.00
1134, 0.10
1135, 0.00
1136, 0.30
1137, 0.00
1138, 0.45
1139, 0.00
1140, 0.15
1141, 0.00
1142, 0.00
1143, 0.30
1144, 0.90
1145, 0.20
1146, 1.00
1147, 0.20
1148, 0.40
1149, 0.20
1150, 0.30
1151, 0.30
1152, 0.30
1153, 0.60
1154, 0.30
1155, 0.68
1156, 0.70
1157, 0.00
1158, 0.30
1159, 0.10
1160, 0.40
1161, 0.20
1162, 0.00
1163, 0.60
1164, 0.00
1165, 0.80
1166, 0.70
1167, 0.10
1168, 0.00
1169, 0.20
1170, 0.00
1171, 0.38
1172, 0.70
1173, 0.00
1174, 0.20
1175, 0.90
1176, 0.00
1177, 0.00
1178, 1.00
1179, 0.03
1180, 0.50
1181, 0.10
1182, 0.00
1183, 0.00
1184, 0.10
1185, 0.70
1186, 1.00
1187, 0.50
1188, 0.00
1189, 1.00
1190, 0.00
1191, 0.47
1192, 0.10
1193, 0.29
1194, 0.00
1195, 0.45
1196, 0.30
1197, 0.60
1198, 0.10
1199, 0.42
1200, 0.70
1201, 0.90
1202, 0.50
1203, 0.00
1204, 0.00
1205, 0.50
1206, 0.10
1207, 0.30
1208, 0.00
1209, 0.00
1210, 0.00
1211, 0.00
1212, 0.10
1213, 0.00
1214, 0.45
1215, 0.90
1216, 0.30
1217, 0.92
1218, 0.20
1219, 0.40
1220, 0.30
1221, 0.70
1222, 0.78
1223, 0.30
1224, 0.30
1225, 0.68
1226, 0.25
1227, 0.60
1228, 0.80
1229, 0.70
1230, 0.60
1231, 0.40
1232, 0.00
1233, 0.20
1234, 0.20
1235, 0.70
1236, 0.60
1237, 0.87
1238, 0.07
1239, 0.42
1240, 0.70
1241, 0.10
1242, 0.90
1243, 0.60
1244, 0.15
1245, 0.90
1246, 0.20
1247, 0.37
1248, 0.15
1249, 0.20
1250, 0.00
1251, 0.30
1252, 0.00
1253, 0.10
1254, 0.00
1255, 0.00
1256, 0.21
1257, 0.40
1258, 0.54
1259, 0.90
1260, 0.00
1261, 0.20
1262, 0.00
1263, 0.90
1264, 0.10
1265, 0.00
1266, 1.00
1267, 0.10
1268, 0.00
1269, 0.10
1270, 0.62
1271, 0.57
1272, 0.70
1273, 0.30
1274, 0.30
1275, 0.50
1276, 0.20
1277, 0.10
1278, 0.38
1279, 0.63
1280, 0.00
1281, 0.30
1282, 0.00
1283, 0.40
1284, 0.39
1285, 0.30
1286, 0.50
1287, 0.42
1288, 0.47
1289, 0.10
1290, 0.60
1291, 0.10
1292, 0.00
1293, 0.10
1294, 1.00
1295, 0.60
1296, 0.70
1297, 0.10
1298, 0.23
1299, 0.00
1300, 0.10
1301, 0.70
1302, 0.30
1303, 0.10
1304, 0.56
1305, 0.00
1306, 0.35
1307, 0.20
1308, 0.69
1309, 0.30
1310, 0.30
1311, 0.58
1312, 0.30
1313, 0.15
1314, 0.20
1315, 0.45
1316, 0.70
1317, 0.21
1318, 0.00
1319, 0.00
1320, 0.20
1321, 0.10
1322, 0.10
1323, 0.90
1324, 0.50
1325, 0.70
1326, 0.45
1327, 0.90
1328, 0.17
1329, 0.50
1330, 0.30
1331, 0.55
1332, 0.40
1333, 0.03
1334, 0.50
1335, 0.30
1336, 0.30
1337, 0.40
1338, 0.03
1339, 0.33
1340, 0.10
1341, 0.00
1342, 0.35
1343, 1.00
1344, 0.20
1345, 0.33
1346, 0.20
1347, 0.20
1348, 0.10
1349, 0.00
1350, 0.00
1351, 0.00
1352, 0.80
1353, 0.10
1354, 0.70
1355, 0.00
1356, 0.30
1357, 0.30
1358, 0.60
1359, 0.10
1360, 0.10
1361, 0.20
1362, 0.20
1363, 0.00
1364, 0.50
1365, 0.00
1366, 0.00
1367, 0.49
1368, 0.70
1369, 0.20
1370, 0.30
1371, 0.50
1372, 0.00
1373, 0.00
1374, 0.00
1375, 0.40
1376, 0.73
1377, 0.20
1378, 0.00
1379, 0.20
1380, 0.47
1381, 0.70
1382, 0.48
1383, 0.60
1384, 0.50
1385, 0.60
1386, 0.90
1387, 0.20
1388, 0.20
1389, 0.00
1390, 0.15
1391, 0.00
1392, 0.60
1393, 0.40
1394, 0.00
1395, 0.00
1396, 0.62
1397, 0.40
1398, 0.10
1399, 0.80
1400, 0.26
1401, 0.17
1402, 0.60
1403, 0.08
1404, 0.40
1405, 0.20
1406, 0.40
1407, 1.00
1408, 0.00
1409, 0.50
1410, 0.50
1411, 0.00
1412, 0.00
1413, 0.07
1414, 0.00
1415, 0.10
1416, 0.10
1417, 0.00
1418, 0.10
1419, 0.66
1420, 0.80
1421, 0.30
1422, 0.70
1423, 0.10
1424, 0.17
1425, 0.40
1426, 0.00
1427, 0.90
1428, 0.10
1429, 0.15
1430, 0.30
1431, 0.20
1432, 0.43
1433, 0.10
1434, 0.30
1435, 1.00
1436, 0.30
1437, 0.60
1438, 0.90
1439, 0.37
1440, 0.00
1441, 0.90
1442, 0.47
1443, 0.17
1444, 0.40
1445, 0.10
1446, 0.19
1447, 0.18
1448, 0.30
1449, 0.40
1450, 0.00
1451, 0.78
1452, 0.00
1453, 0.20
1454, 0.90
1455, 0.00
1456, 0.80
1457, 0.40
1458, 0.00
1459, 0.30
1460, 0.40
1461, 0.20
1462, 0.90
1463, 0.10
1464, 0.00
1465, 0.60
1466, 0.00
1467, 0.00
1468, 0.10
1469, 0.00
1470, 1.00
1471, 0.00
1472, 0.20
1473, 0.00
1474, 0.45
1475, 1.00
1476, 0.20
1477, 0.00
1478, 0.00
1479, 0.20
1480, 0.86
1481, 1.00
1482, 0.60
1483, 0.89
1484, 0.37
1485, 0.20
1486, 0.00
1487, 0.80
1488, 0.00
1489, 0.36
1490, 0.45
1491, 0.10
1492, 0.90
1493, 0.00
1494, 1.00
1495, 0.27
1496, 0.00
1497, 0.70
1498, 0.10
1499, 0.00
1500, 0.80
1501, 0.65
1502, 0.20
1503, 0.60
1504, 0.00
1505, 0.50
1506, 0.00
1507, 0.10
1508, 0.42
1509, 0.50
1510, 0.57
1511, 0.40
1512, 0.60
1513, 0.95
1514, 0.15
1515, 0.00
1516, 0.10
1517, 0.00
1518, 0.00
1519, 0.89
1520, 0.00
1521, 0.00
1522, 0.00
1523, 0.70
1524, 0.00
1525, 0.90
1526, 0.10
1527, 0.00
1528, 0.10
1529, 1.00
1530, 0.40
1531, 0.90
1532, 0.30
1533, 0.70
1534, 0.00
1535, 0.12
1536, 0.80
1537, 0.30
1538, 0.00
1539, 0.20
1540, 0.00
1541, 0.00
1542, 0.00
1543, 0.60
1544, 0.50
1545, 0.20
1546, 0.28
1547, 0.10
1548, 0.90
1549, 0.33
1550, 0.80
1551, 0.00
1552, 0.10
1553, 0.00
1554, 0.30
1555, 0.50
1556, 0.50
1557, 0.00
1558, 0.22
1559, 0.24
1560, 0.00
1561, 0.00
1562, 0.00
1563, 0.10
1564, 0.16
1565, 0.03
1566, 0.00
1567, 0.80
1568, 0.51
1569, 0.10
1570, 0.30
1571, 0.07
1572, 0.00
1573, 0.00
1574, 0.70
1575, 0.50
1576, 0.00
1577, 0.30
1578, 0.20
1579, 0.30
1580, 0.40
1581, 0.60
1582, 0.60
1583, 0.00
1584, 0.37
1585, 0.80
1586, 0.15
1587, 0.00
1588, 0.40
1589, 0.00
1590, 0.20
1591, 0.00
1592, 0.10
1593, 0.00
1594, 0.00
1595, 0.20
1596, 0.90
1597, 0.10
1598, 0.10
1599, 0.28
1600, 0.35
1601, 0.90
1602, 0.62
1603, 0.50
1604, 0.00
1605, 0.00
1606, 0.56
1607, 0.10
1608, 0.00
1609, 0.00
1610, 0.80
1611, 0.30
1612, 0.28
1613, 0.10
1614, 0.30
1615, 0.50
1616, 1.00
1617, 0.41
1618, 0.35
1619, 0.20
1620, 0.30
1621, 0.70
1622, 0.30
1623, 0.20
1624, 0.00
1625, 0.70
1626, 0.12
1627, 0.45
1628, 0.00
1629, 0.20
1630, 0.00
1631, 0.50
1632, 0.00
1633, 0.40
1634, 0.20
1635, 0.50
1636, 0.30
1637, 0.00
1638, 0.00
1639, 0.68
1640, 0.20
1641, 0.90
1642, 0.23
1643, 0.00
1644, 0.25
1645, 0.90
1646, 0.70
1647, 0.50
1648, 0.90
1649, 0.23
1650, 0.30
1651, 0.00
1652, 0.60
1653, 0.70
1654, 1.00
1655, 0.07
1656, 0.60
1657, 0.70
1658, 0.10
1659, 0.90
1660, 0.10
1661, 0.00
1662, 0.20
1663, 0.50
1664, 1.00
1665, 0.20
1666, 0.00
1667, 0.50
1668, 0.30
1669, 1.00
1670, 0.00
1671, 0.10
1672, 0.68
1673, 0.87
1674, 0.10
1675, 0.82
1676, 0.20
1677, 1.00
1678, 1.00
1679, 0.70
1680, 0.60
1681, 0.00
1682, 0.90
1683, 0.64
1684, 0.00
1685, 1.00
1686, 1.00
1687, 0.10
1688, 0.70
1689, 0.30
1690, 0.20
1691, 0.15
1692, 1.00
1693, 0.60
1694, 0.25
1695, 0.90
1696, 0.45
1697, 0.60
1698, 0.30
1699, 0.00
1700, 0.10
1701, 0.40
1702, 0.18
1703, 0.30
1704, 0.80
1705, 0.60
1706, 0.30
1707, 0.20
1708, 0.00
1709, 0.05
1710, 0.75
1711, 0.57
1712, 1.00
1713, 0.40
1714, 0.00
1715, 0.00
1716, 0.60
1717, 0.58
1718, 0.40
1719, 0.00
1720, 0.00
1721, 0.46
1722, 0.90
1723, 0.10
1724, 0.20
1725, 0.40
1726, 0.10
1727, 0.80
1728, 0.10
1729, 0.80
1730, 0.10
1731, 0.31
1732, 0.00
1733, 0.32
1734, 0.00
1735, 0.90
1736, 0.57
1737, 0.78
1738, 0.20
1739, 0.90
1740, 0.50
1741, 0.20
1742, 0.90
1743, 0.00
1744, 0.67
1745, 0.20
1746, 0.27
1747, 0.93
1748, 0.00
1749, 0.83
1750, 0.40
1751, 0.30
1752, 0.40
1753, 0.00
1754, 0.20
1755, 0.40
1756, 0.54
1757, 0.72
1758, 0.20
1759, 0.20
1760, 0.00
1761, 0.00
1762, 0.00
1763, 0.52
1764, 0.20
1765, 0.20
1766, 0.90
1767, 0.00
1768, 0.00
1769, 0.30
1770, 0.60
1771, 0.80
1772, 0.10
1773, 0.00
1774, 0.50
1775, 0.00
1776, 0.10
1777, 0.33
1778, 0.00
1779, 0.00
1780, 0.80
1781, 0.40
1782, 0.55
1783, 0.10
1784, 0.80
1785, 0.77
1786, 0.00
1787, 0.10
1788, 0.31
1789, 0.50
1790, 0.70
1791, 0.20
1792, 0.40
1793, 0.00
1794, 0.10
1795, 0.00
1796, 0.80
1797, 0.23
1798, 0.10
1799, 0.54
1800, 0.60
1801, 0.00
1802, 0.80
1803, 0.90
1804, 0.00
1805, 0.35
1806, 0.00
1807, 0.10
1808, 0.30
1809, 0.50
1810, 0.20
1811, 0.95
1812, 0.57
1813, 0.20
1814, 0.50
1815, 0.10
1816, 0.10
1817, 0.69
1818, 0.77
1819, 0.10
1820, 0.47
1821, 0.50
1822, 0.30
1823, 0.00
1824, 0.45
1825, 0.44
1826, 0.40
1827, 0.00
1828, 0.40
1829, 0.00
1830, 0.80
1831, 0.10
1832, 0.30
1833, 0.00
1834, 0.00
1835, 0.00
1836, 0.74
1837, 0.10
1838, 0.60
1839, 0.90
1840, 1.00
1841, 0.60
1842, 0.05
1843, 0.80
1844, 0.72
1845, 0.80
1846, 0.10
1847, 0.00
1848, 0.80
1849, 0.00
1850, 0.20
1851, 0.27
1852, 0.50
1853, 0.15
1854, 0.00
1855, 1.00
1856, 0.00
1857, 0.30
1858, 0.80
1859, 0.50
1860, 0.00
1861, 0.10
1862, 0.00
1863, 0.40
1864, 0.10
1865, 0.20
1866, 0.60
1867, 0.00
1868, 0.76
1869, 0.10
1870, 0.00
1871, 0.10
1872, 0.20
