ID,Prob1
153, 0.51
154, 0.36
155, 0.30
156, 0.44
157, 0.27
158, 0.33
159, 0.70
160, 0.31
161, 0.30
162, 0.33
163, 0.42
164, 0.74
165, 0.27
166, 0.30
167, 0.37
168, 0.39
169, 0.32
170, 0.54
171, 0.45
172, 0.31
173, 0.42
174, 0.33
175, 0.27
176, 0.49
177, 0.32
178, 0.41
179, 0.35
180, 0.61
181, 0.22
182, 0.32
183, 0.33
184, 0.33
185, 0.36
186, 0.46
187, 0.40
188, 0.49
189, 0.22
190, 0.30
191, 0.31
192, 0.39
193, 0.47
194, 0.39
195, 0.32
196, 0.43
197, 0.32
198, 0.58
199, 0.68
200, 0.30
201, 0.45
202, 0.19
203, 0.31
204, 0.37
205, 0.23
206, 0.33
207, 0.22
208, 0.36
209, 0.40
210, 0.57
211, 0.32
212, 0.61
213, 0.57
214, 0.39
215, 0.26
216, 0.55
217, 0.42
218, 0.38
219, 0.65
220, 0.46
221, 0.29
222, 0.72
223, 0.43
224, 0.61
225, 0.34
226, 0.71
227, 0.59
228, 0.43
229, 0.26
230, 0.56
231, 0.76
232, 0.29
233, 0.22
234, 0.31
235, 0.39
236, 0.33
237, 0.20
238, 0.32
239, 0.41
240, 0.27
241, 0.31
242, 0.41
243, 0.55
244, 0.28
245, 0.42
246, 0.45
247, 0.63
248, 0.39
249, 0.55
250, 0.35
251, 0.61
252, 0.29
253, 0.27
254, 0.30
255, 0.70
256, 0.75
257, 0.24
258, 0.34
259, 0.65
260, 0.40
261, 0.31
262, 0.42
263, 0.35
264, 0.37
265, 0.30
266, 0.30
267, 0.42
268, 0.52
269, 0.30
270, 0.26
271, 0.37
272, 0.30
273, 0.35
274, 0.31
275, 0.43
276, 0.46
277, 0.38
278, 0.39
279, 0.52
280, 0.36
281, 0.41
282, 0.35
283, 0.33
284, 0.40
285, 0.51
286, 0.34
287, 0.31
288, 0.24
289, 0.33
290, 0.65
291, 0.37
292, 0.38
293, 0.30
294, 0.40
295, 0.48
296, 0.35
297, 0.39
298, 0.63
299, 0.56
300, 0.32
301, 0.24
302, 0.62
303, 0.36
304, 0.28
305, 0.25
306, 0.28
307, 0.30
308, 0.33
309, 0.29
310, 0.29
311, 0.39
312, 0.31
313, 0.34
314, 0.65
315, 0.39
316, 0.34
317, 0.23
318, 0.28
319, 0.60
320, 0.38
321, 0.29
322, 0.25
323, 0.34
324, 0.36
325, 0.44
326, 0.49
327, 0.43
328, 0.35
329, 0.42
330, 0.72
331, 0.27
332, 0.49
333, 0.26
334, 0.58
335, 0.27
336, 0.36
337, 0.36
338, 0.37
339, 0.32
340, 0.62
341, 0.29
342, 0.45
343, 0.29
344, 0.21
345, 0.34
346, 0.29
347, 0.26
348, 0.29
349, 0.21
350, 0.29
351, 0.41
352, 0.38
353, 0.40
354, 0.36
355, 0.30
356, 0.35
357, 0.40
358, 0.44
359, 0.27
360, 0.34
361, 0.27
362, 0.30
363, 0.43
364, 0.28
365, 0.63
366, 0.35
367, 0.39
368, 0.44
369, 0.41
370, 0.63
371, 0.32
372, 0.55
373, 0.41
374, 0.47
375, 0.43
376, 0.58
377, 0.38
378, 0.35
379, 0.24
380, 0.60
381, 0.31
382, 0.32
383, 0.34
384, 0.45
385, 0.40
386, 0.29
387, 0.44
388, 0.40
389, 0.46
390, 0.54
391, 0.30
392, 0.39
393, 0.32
394, 0.37
395, 0.30
396, 0.28
397, 0.22
398, 0.46
399, 0.31
400, 0.41
401, 0.56
402, 0.51
403, 0.26
404, 0.37
405, 0.30
406, 0.27
407, 0.29
408, 0.41
409, 0.59
410, 0.32
411, 0.34
412, 0.42
413, 0.56
414, 0.39
415, 0.32
416, 0.26
417, 0.60
418, 0.26
419, 0.32
420, 0.68
421, 0.60
422, 0.42
423, 0.37
424, 0.33
425, 0.29
426, 0.26
427, 0.33
428, 0.33
429, 0.68
430, 0.40
431, 0.77
432, 0.39
433, 0.31
434, 0.24
435, 0.21
436, 0.44
437, 0.46
438, 0.51
439, 0.33
440, 0.35
441, 0.32
442, 0.38
443, 0.36
444, 0.29
445, 0.33
446, 0.37
447, 0.55
448, 0.27
449, 0.30
450, 0.63
451, 0.25
452, 0.36
453, 0.62
454, 0.40
455, 0.54
456, 0.59
457, 0.27
458, 0.27
459, 0.34
460, 0.30
461, 0.29
462, 0.28
463, 0.68
464, 0.30
465, 0.45
466, 0.60
467, 0.50
468, 0.32
469, 0.32
470, 0.34
471, 0.26
472, 0.54
473, 0.43
474, 0.30
475, 0.40
476, 0.30
477, 0.36
478, 0.33
479, 0.53
480, 0.34
481, 0.23
482, 0.23
483, 0.41
484, 0.71
485, 0.59
486, 0.36
487, 0.34
488, 0.48
489, 0.45
490, 0.32
491, 0.44
492, 0.31
493, 0.36
494, 0.31
495, 0.43
496, 0.48
497, 0.42
498, 0.76
499, 0.32
500, 0.35
501, 0.38
502, 0.66
503, 0.35
504, 0.38
505, 0.54
506, 0.37
507, 0.57
508, 0.59
509, 0.32
510, 0.44
511, 0.38
512, 0.33
513, 0.79
514, 0.33
515, 0.36
516, 0.32
517, 0.46
518, 0.70
519, 0.35
520, 0.37
521, 0.56
522, 0.38
523, 0.33
524, 0.47
525, 0.31
526, 0.64
527, 0.37
528, 0.32
529, 0.27
530, 0.41
531, 0.22
532, 0.24
533, 0.29
534, 0.69
535, 0.38
536, 0.39
537, 0.31
538, 0.33
539, 0.53
540, 0.48
541, 0.54
542, 0.36
543, 0.64
544, 0.35
545, 0.67
546, 0.35
547, 0.32
548, 0.26
549, 0.39
550, 0.35
551, 0.34
552, 0.30
553, 0.62
554, 0.31
555, 0.29
556, 0.42
557, 0.63
558, 0.37
559, 0.71
560, 0.30
561, 0.39
562, 0.35
563, 0.39
564, 0.64
565, 0.33
566, 0.26
567, 0.33
568, 0.41
569, 0.62
570, 0.26
571, 0.51
572, 0.19
573, 0.28
574, 0.30
575, 0.46
576, 0.46
577, 0.22
578, 0.23
579, 0.26
580, 0.46
581, 0.54
582, 0.36
583, 0.39
584, 0.53
585, 0.27
586, 0.26
587, 0.32
588, 0.59
589, 0.40
590, 0.68
591, 0.49
592, 0.40
593, 0.47
594, 0.64
595, 0.30
596, 0.36
597, 0.49
598, 0.36
599, 0.58
600, 0.35
601, 0.41
602, 0.41
603, 0.37
604, 0.42
605, 0.33
606, 0.35
607, 0.29
608, 0.42
609, 0.60
610, 0.39
611, 0.37
612, 0.41
613, 0.34
614, 0.32
615, 0.47
616, 0.50
617, 0.50
618, 0.67
619, 0.22
620, 0.38
621, 0.34
622, 0.73
623, 0.49
624, 0.32
625, 0.38
626, 0.17
627, 0.40
628, 0.30
629, 0.52
630, 0.19
631, 0.28
632, 0.53
633, 0.53
634, 0.50
635, 0.45
636, 0.62
637, 0.44
638, 0.22
639, 0.26
640, 0.21
641, 0.42
642, 0.35
643, 0.33
644, 0.33
645, 0.60
646, 0.45
647, 0.38
648, 0.27
649, 0.44
650, 0.39
651, 0.26
652, 0.64
653, 0.32
654, 0.52
655, 0.40
656, 0.35
657, 0.42
658, 0.20
659, 0.59
660, 0.56
661, 0.39
662, 0.45
663, 0.19
664, 0.45
665, 0.26
666, 0.35
667, 0.29
668, 0.31
669, 0.23
670, 0.36
671, 0.28
672, 0.49
673, 0.36
674, 0.30
675, 0.30
676, 0.48
677, 0.30
678, 0.31
679, 0.54
680, 0.31
681, 0.29
682, 0.31
683, 0.29
684, 0.29
685, 0.41
686, 0.21
687, 0.27
688, 0.45
689, 0.28
690, 0.28
691, 0.60
692, 0.32
693, 0.36
694, 0.45
695, 0.32
696, 0.29
697, 0.37
698, 0.72
699, 0.22
700, 0.51
701, 0.39
702, 0.64
703, 0.41
704, 0.64
705, 0.37
706, 0.46
707, 0.30
708, 0.45
709, 0.35
710, 0.66
711, 0.41
712, 0.30
713, 0.25
714, 0.36
715, 0.40
716, 0.78
717, 0.52
718, 0.57
719, 0.60
720, 0.53
721, 0.34
722, 0.41
723, 0.37
724, 0.30
725, 0.34
726, 0.52
727, 0.35
728, 0.33
729, 0.23
730, 0.27
731, 0.65
732, 0.40
733, 0.23
734, 0.50
735, 0.38
736, 0.31
737, 0.44
738, 0.52
739, 0.35
740, 0.38
741, 0.36
742, 0.61
743, 0.44
744, 0.46
745, 0.41
746, 0.68
747, 0.32
748, 0.36
749, 0.47
750, 0.37
751, 0.47
752, 0.30
753, 0.32
754, 0.48
755, 0.57
756, 0.45
757, 0.71
758, 0.32
759, 0.26
760, 0.54
761, 0.41
762, 0.32
763, 0.50
764, 0.31
765, 0.35
766, 0.65
767, 0.46
768, 0.46
769, 0.42
770, 0.39
771, 0.52
772, 0.32
773, 0.29
774, 0.41
775, 0.40
776, 0.46
777, 0.34
778, 0.41
779, 0.21
780, 0.66
781, 0.64
782, 0.31
783, 0.24
784, 0.53
785, 0.24
786, 0.39
787, 0.27
788, 0.34
789, 0.39
790, 0.39
791, 0.56
792, 0.33
793, 0.48
794, 0.35
795, 0.37
796, 0.44
797, 0.39
798, 0.35
799, 0.36
800, 0.42
801, 0.36
802, 0.60
803, 0.48
804, 0.56
805, 0.36
806, 0.52
807, 0.25
808, 0.45
809, 0.37
810, 0.48
811, 0.54
812, 0.40
813, 0.22
814, 0.37
815, 0.43
816, 0.36
817, 0.26
818, 0.41
819, 0.28
820, 0.60
821, 0.28
822, 0.34
823, 0.28
824, 0.38
825, 0.28
826, 0.21
827, 0.35
828, 0.60
829, 0.50
830, 0.27
831, 0.37
832, 0.77
833, 0.35
834, 0.39
835, 0.57
836, 0.43
837, 0.25
838, 0.34
839, 0.29
840, 0.25
841, 0.47
842, 0.27
843, 0.27
844, 0.49
845, 0.68
846, 0.34
847, 0.59
848, 0.31
849, 0.33
850, 0.47
851, 0.27
852, 0.49
853, 0.50
854, 0.24
855, 0.28
856, 0.37
857, 0.49
858, 0.31
859, 0.32
860, 0.30
861, 0.42
862, 0.57
863, 0.24
864, 0.36
865, 0.39
866, 0.20
867, 0.29
868, 0.27
869, 0.27
870, 0.32
871, 0.31
872, 0.64
873, 0.49
874, 0.32
875, 0.32
876, 0.19
877, 0.42
878, 0.36
879, 0.30
880, 0.49
881, 0.39
882, 0.42
883, 0.43
884, 0.25
885, 0.73
886, 0.58
887, 0.27
888, 0.80
889, 0.48
890, 0.79
891, 0.34
892, 0.47
893, 0.35
894, 0.21
895, 0.69
896, 0.50
897, 0.29
898, 0.53
899, 0.41
900, 0.30
901, 0.42
902, 0.24
903, 0.55
904, 0.36
905, 0.24
906, 0.55
907, 0.74
908, 0.35
909, 0.47
910, 0.35
911, 0.26
912, 0.36
913, 0.47
914, 0.68
915, 0.34
916, 0.44
917, 0.34
918, 0.35
919, 0.34
920, 0.32
921, 0.29
922, 0.54
923, 0.29
924, 0.42
925, 0.37
926, 0.19
927, 0.32
928, 0.33
929, 0.41
930, 0.44
931, 0.29
932, 0.43
933, 0.22
934, 0.35
935, 0.38
936, 0.44
937, 0.33
938, 0.50
939, 0.35
940, 0.40
941, 0.37
942, 0.36
943, 0.29
944, 0.24
945, 0.36
946, 0.60
947, 0.68
948, 0.71
949, 0.33
950, 0.66
951, 0.60
952, 0.64
953, 0.30
954, 0.27
955, 0.59
956, 0.34
957, 0.59
958, 0.38
959, 0.33
960, 0.54
961, 0.34
962, 0.32
963, 0.32
964, 0.48
965, 0.47
966, 0.48
967, 0.46
968, 0.31
969, 0.41
970, 0.33
971, 0.35
972, 0.25
973, 0.32
974, 0.31
975, 0.36
976, 0.38
977, 0.23
978, 0.37
979, 0.76
980, 0.48
981, 0.26
982, 0.32
983, 0.57
984, 0.33
985, 0.28
986, 0.47
987, 0.32
988, 0.68
989, 0.38
990, 0.73
991, 0.27
992, 0.48
993, 0.48
994, 0.34
995, 0.24
996, 0.25
997, 0.22
998, 0.52
999, 0.32
1000, 0.25
1001, 0.32
1002, 0.65
1003, 0.54
1004, 0.27
1005, 0.49
1006, 0.39
1007, 0.28
1008, 0.32
1009, 0.30
1010, 0.37
1011, 0.26
1012, 0.32
1013, 0.22
1014, 0.38
1015, 0.29
1016, 0.28
1017, 0.29
1018, 0.40
1019, 0.64
1020, 0.21
1021, 0.40
1022, 0.54
1023, 0.29
1024, 0.41
1025, 0.28
1026, 0.54
1027, 0.72
1028, 0.25
1029, 0.35
1030, 0.61
1031, 0.58
1032, 0.53
1033, 0.44
1034, 0.29
1035, 0.39
1036, 0.30
1037, 0.25
1038, 0.30
1039, 0.27
1040, 0.41
1041, 0.40
1042, 0.40
1043, 0.33
1044, 0.61
1045, 0.24
1046, 0.52
1047, 0.34
1048, 0.38
1049, 0.62
1050, 0.29
1051, 0.17
1052, 0.35
1053, 0.33
1054, 0.50
1055, 0.47
1056, 0.48
1057, 0.26
1058, 0.44
1059, 0.28
1060, 0.36
1061, 0.35
1062, 0.44
1063, 0.35
1064, 0.39
1065, 0.33
1066, 0.52
1067, 0.32
1068, 0.56
1069, 0.69
1070, 0.31
1071, 0.50
1072, 0.37
1073, 0.67
1074, 0.69
1075, 0.33
1076, 0.34
1077, 0.45
1078, 0.53
1079, 0.39
1080, 0.28
1081, 0.74
1082, 0.62
1083, 0.33
1084, 0.55
1085, 0.29
1086, 0.27
1087, 0.28
1088, 0.43
1089, 0.44
1090, 0.32
1091, 0.53
1092, 0.51
1093, 0.34
1094, 0.44
1095, 0.58
1096, 0.43
1097, 0.26
1098, 0.26
1099, 0.24
1100, 0.28
1101, 0.29
1102, 0.31
1103, 0.43
1104, 0.68
1105, 0.43
1106, 0.29
1107, 0.41
1108, 0.59
1109, 0.48
1110, 0.47
1111, 0.66
1112, 0.41
1113, 0.36
1114, 0.26
1115, 0.32
1116, 0.30
1117, 0.19
1118, 0.40
1119, 0.40
1120, 0.19
1121, 0.55
1122, 0.31
1123, 0.40
1124, 0.24
1125, 0.39
1126, 0.44
1127, 0.21
1128, 0.68
1129, 0.60
1130, 0.32
1131, 0.41
1132, 0.34
1133, 0.32
1134, 0.21
1135, 0.28
1136, 0.48
1137, 0.30
1138, 0.58
1139, 0.23
1140, 0.34
1141, 0.25
1142, 0.51
1143, 0.37
1144, 0.48
1145, 0.41
1146, 0.37
1147, 0.25
1148, 0.52
1149, 0.26
1150, 0.30
1151, 0.33
1152, 0.35
1153, 0.45
1154, 0.33
1155, 0.42
1156, 0.67
1157, 0.25
1158, 0.43
1159, 0.33
1160, 0.35
1161, 0.31
1162, 0.31
1163, 0.58
1164, 0.28
1165, 0.50
1166, 0.42
1167, 0.25
1168, 0.27
1169, 0.54
1170, 0.29
1171, 0.36
1172, 0.55
1173, 0.41
1174, 0.34
1175, 0.69
1176, 0.38
1177, 0.32
1178, 0.38
1179, 0.25
1180, 0.22
1181, 0.32
1182, 0.27
1183, 0.30
1184, 0.29
1185, 0.63
1186, 0.68
1187, 0.49
1188, 0.35
1189, 0.62
1190, 0.23
1191, 0.48
1192, 0.23
1193, 0.32
1194, 0.22
1195, 0.45
1196, 0.41
1197, 0.47
1198, 0.30
1199, 0.42
1200, 0.56
1201, 0.56
1202, 0.37
1203, 0.24
1204, 0.25
1205, 0.37
1206, 0.30
1207, 0.60
1208, 0.28
1209, 0.21
1210, 0.38
1211, 0.53
1212, 0.41
1213, 0.21
1214, 0.48
1215, 0.47
1216, 0.35
1217, 0.29
1218, 0.47
1219, 0.37
1220, 0.46
1221, 0.26
1222, 0.33
1223, 0.34
1224, 0.36
1225, 0.51
1226, 0.44
1227, 0.41
1228, 0.35
1229, 0.67
1230, 0.42
1231, 0.43
1232, 0.36
1233, 0.34
1234, 0.42
1235, 0.31
1236, 0.35
1237, 0.67
1238, 0.34
1239, 0.34
1240, 0.65
1241, 0.31
1242, 0.31
1243, 0.40
1244, 0.33
1245, 0.69
1246, 0.34
1247, 0.46
1248, 0.21
1249, 0.35
1250, 0.32
1251, 0.30
1252, 0.27
1253, 0.58
1254, 0.32
1255, 0.29
1256, 0.40
1257, 0.56
1258, 0.45
1259, 0.47
1260, 0.19
1261, 0.30
1262, 0.31
1263, 0.69
1264, 0.27
1265, 0.29
1266, 0.37
1267, 0.37
1268, 0.25
1269, 0.40
1270, 0.72
1271, 0.51
1272, 0.46
1273, 0.53
1274, 0.45
1275, 0.43
1276, 0.32
1277, 0.46
1278, 0.37
1279, 0.56
1280, 0.25
1281, 0.43
1282, 0.22
1283, 0.31
1284, 0.46
1285, 0.33
1286, 0.42
1287, 0.63
1288, 0.69
1289, 0.23
1290, 0.69
1291, 0.32
1292, 0.28
1293, 0.29
1294, 0.40
1295, 0.51
1296, 0.54
1297, 0.26
1298, 0.26
1299, 0.33
1300, 0.40
1301, 0.62
1302, 0.45
1303, 0.40
1304, 0.34
1305, 0.39
1306, 0.34
1307, 0.34
1308, 0.57
1309, 0.33
1310, 0.32
1311, 0.26
1312, 0.31
1313, 0.31
1314, 0.42
1315, 0.37
1316, 0.48
1317, 0.35
1318, 0.27
1319, 0.38
1320, 0.29
1321, 0.25
1322, 0.24
1323, 0.58
1324, 0.55
1325, 0.43
1326, 0.45
1327, 0.58
1328, 0.38
1329, 0.34
1330, 0.52
1331, 0.48
1332, 0.29
1333, 0.29
1334, 0.34
1335, 0.39
1336, 0.31
1337, 0.54
1338, 0.35
1339, 0.46
1340, 0.24
1341, 0.19
1342, 0.41
1343, 0.54
1344, 0.37
1345, 0.42
1346, 0.42
1347, 0.44
1348, 0.33
1349, 0.20
1350, 0.30
1351, 0.61
1352, 0.65
1353, 0.32
1354, 0.66
1355, 0.20
1356, 0.43
1357, 0.30
1358, 0.52
1359, 0.29
1360, 0.32
1361, 0.36
1362, 0.42
1363, 0.23
1364, 0.29
1365, 0.23
1366, 0.29
1367, 0.28
1368, 0.40
1369, 0.37
1370, 0.64
1371, 0.53
1372, 0.29
1373, 0.40
1374, 0.33
1375, 0.31
1376, 0.49
1377, 0.30
1378, 0.41
1379, 0.47
1380, 0.38
1381, 0.29
1382, 0.53
1383, 0.34
1384, 0.31
1385, 0.50
1386, 0.47
1387, 0.34
1388, 0.39
1389, 0.34
1390, 0.37
1391, 0.28
1392, 0.65
1393, 0.36
1394, 0.29
1395, 0.24
1396, 0.62
1397, 0.37
1398, 0.27
1399, 0.41
1400, 0.56
1401, 0.43
1402, 0.49
1403, 0.64
1404, 0.41
1405, 0.46
1406, 0.50
1407, 0.60
1408, 0.40
1409, 0.37
1410, 0.45
1411, 0.26
1412, 0.29
1413, 0.26
1414, 0.27
1415, 0.25
1416, 0.30
1417, 0.25
1418, 0.38
1419, 0.48
1420, 0.45
1421, 0.33
1422, 0.59
1423, 0.26
1424, 0.22
1425, 0.41
1426, 0.26
1427, 0.63
1428, 0.36
1429, 0.41
1430, 0.47
1431, 0.45
1432, 0.51
1433, 0.45
1434, 0.53
1435, 0.66
1436, 0.62
1437, 0.28
1438, 0.47
1439, 0.41
1440, 0.26
1441, 0.57
1442, 0.43
1443, 0.35
1444, 0.37
1445, 0.36
1446, 0.35
1447, 0.43
1448, 0.48
1449, 0.36
1450, 0.38
1451, 0.37
1452, 0.21
1453, 0.28
1454, 0.44
1455, 0.31
1456, 0.51
1457, 0.42
1458, 0.34
1459, 0.33
1460, 0.32
1461, 0.34
1462, 0.40
1463, 0.40
1464, 0.38
1465, 0.50
1466, 0.24
1467, 0.25
1468, 0.27
1469, 0.27
1470, 0.57
1471, 0.33
1472, 0.27
1473, 0.30
1474, 0.45
1475, 0.57
1476, 0.34
1477, 0.28
1478, 0.27
1479, 0.26
1480, 0.62
1481, 0.45
1482, 0.39
1483, 0.73
1484, 0.48
1485, 0.39
1486, 0.34
1487, 0.55
1488, 0.25
1489, 0.41
1490, 0.29
1491, 0.50
1492, 0.53
1493, 0.26
1494, 0.61
1495, 0.29
1496, 0.30
1497, 0.44
1498, 0.29
1499, 0.28
1500, 0.58
1501, 0.64
1502, 0.31
1503, 0.47
1504, 0.45
1505, 0.43
1506, 0.41
1507, 0.47
1508, 0.62
1509, 0.67
1510, 0.54
1511, 0.52
1512, 0.49
1513, 0.48
1514, 0.36
1515, 0.28
1516, 0.29
1517, 0.32
1518, 0.17
1519, 0.46
1520, 0.31
1521, 0.25
1522, 0.22
1523, 0.44
1524, 0.28
1525, 0.59
1526, 0.34
1527, 0.27
1528, 0.26
1529, 0.61
1530, 0.34
1531, 0.38
1532, 0.47
1533, 0.35
1534, 0.31
1535, 0.41
1536, 0.64
1537, 0.34
1538, 0.28
1539, 0.33
1540, 0.28
1541, 0.29
1542, 0.25
1543, 0.38
1544, 0.45
1545, 0.30
1546, 0.37
1547, 0.34
1548, 0.45
1549, 0.34
1550, 0.31
1551, 0.32
1552, 0.29
1553, 0.38
1554, 0.27
1555, 0.37
1556, 0.43
1557, 0.27
1558, 0.34
1559, 0.38
1560, 0.25
1561, 0.28
1562, 0.24
1563, 0.34
1564, 0.39
1565, 0.30
1566, 0.29
1567, 0.51
1568, 0.43
1569, 0.48
1570, 0.46
1571, 0.29
1572, 0.28
1573, 0.31
1574, 0.55
1575, 0.27
1576, 0.27
1577, 0.37
1578, 0.33
1579, 0.27
1580, 0.29
1581, 0.52
1582, 0.32
1583, 0.28
1584, 0.40
1585, 0.67
1586, 0.29
1587, 0.25
1588, 0.36
1589, 0.69
1590, 0.43
1591, 0.23
1592, 0.41
1593, 0.22
1594, 0.25
1595, 0.39
1596, 0.64
1597, 0.23
1598, 0.41
1599, 0.46
1600, 0.37
1601, 0.54
1602, 0.39
1603, 0.44
1604, 0.30
1605, 0.33
1606, 0.52
1607, 0.44
1608, 0.27
1609, 0.23
1610, 0.65
1611, 0.49
1612, 0.48
1613, 0.40
1614, 0.47
1615, 0.56
1616, 0.75
1617, 0.49
1618, 0.40
1619, 0.30
1620, 0.27
1621, 0.55
1622, 0.45
1623, 0.36
1624, 0.31
1625, 0.44
1626, 0.38
1627, 0.50
1628, 0.24
1629, 0.30
1630, 0.18
1631, 0.30
1632, 0.27
1633, 0.39
1634, 0.34
1635, 0.40
1636, 0.26
1637, 0.46
1638, 0.32
1639, 0.31
1640, 0.43
1641, 0.68
1642, 0.33
1643, 0.36
1644, 0.61
1645, 0.45
1646, 0.47
1647, 0.67
1648, 0.56
1649, 0.58
1650, 0.33
1651, 0.28
1652, 0.36
1653, 0.64
1654, 0.70
1655, 0.50
1656, 0.42
1657, 0.48
1658, 0.31
1659, 0.66
1660, 0.19
1661, 0.29
1662, 0.50
1663, 0.36
1664, 0.66
1665, 0.34
1666, 0.21
1667, 0.53
1668, 0.43
1669, 0.68
1670, 0.22
1671, 0.36
1672, 0.38
1673, 0.71
1674, 0.30
1675, 0.49
1676, 0.32
1677, 0.55
1678, 0.61
1679, 0.54
1680, 0.36
1681, 0.32
1682, 0.56
1683, 0.40
1684, 0.20
1685, 0.76
1686, 0.71
1687, 0.48
1688, 0.33
1689, 0.29
1690, 0.41
1691, 0.26
1692, 0.61
1693, 0.63
1694, 0.47
1695, 0.51
1696, 0.48
1697, 0.36
1698, 0.36
1699, 0.32
1700, 0.27
1701, 0.35
1702, 0.46
1703, 0.29
1704, 0.43
1705, 0.60
1706, 0.44
1707, 0.35
1708, 0.25
1709, 0.33
1710, 0.54
1711, 0.66
1712, 0.46
1713, 0.48
1714, 0.34
1715, 0.27
1716, 0.62
1717, 0.52
1718, 0.48
1719, 0.45
1720, 0.23
1721, 0.35
1722, 0.53
1723, 0.42
1724, 0.32
1725, 0.59
1726, 0.21
1727, 0.62
1728, 0.32
1729, 0.70
1730, 0.42
1731, 0.44
1732, 0.41
1733, 0.35
1734, 0.60
1735, 0.52
1736, 0.24
1737, 0.38
1738, 0.44
1739, 0.74
1740, 0.43
1741, 0.27
1742, 0.49
1743, 0.25
1744, 0.50
1745, 0.32
1746, 0.30
1747, 0.31
1748, 0.20
1749, 0.69
1750, 0.40
1751, 0.40
1752, 0.31
1753, 0.36
1754, 0.47
1755, 0.49
1756, 0.47
1757, 0.40
1758, 0.47
1759, 0.28
1760, 0.27
1761, 0.24
1762, 0.26
1763, 0.31
1764, 0.45
1765, 0.23
1766, 0.58
1767, 0.31
1768, 0.32
1769, 0.33
1770, 0.28
1771, 0.68
1772, 0.41
1773, 0.26
1774, 0.31
1775, 0.35
1776, 0.30
1777, 0.43
1778, 0.33
1779, 0.17
1780, 0.49
1781, 0.21
1782, 0.43
1783, 0.21
1784, 0.37
1785, 0.43
1786, 0.19
1787, 0.41
1788, 0.40
1789, 0.43
1790, 0.46
1791, 0.41
1792, 0.37
1793, 0.27
1794, 0.30
1795, 0.25
1796, 0.39
1797, 0.52
1798, 0.35
1799, 0.32
1800, 0.38
1801, 0.33
1802, 0.44
1803, 0.74
1804, 0.26
1805, 0.48
1806, 0.28
1807, 0.28
1808, 0.37
1809, 0.48
1810, 0.34
1811, 0.41
1812, 0.47
1813, 0.33
1814, 0.59
1815, 0.30
1816, 0.26
1817, 0.47
1818, 0.48
1819, 0.26
1820, 0.52
1821, 0.40
1822, 0.36
1823, 0.35
1824, 0.66
1825, 0.32
1826, 0.28
1827, 0.42
1828, 0.32
1829, 0.32
1830, 0.51
1831, 0.32
1832, 0.31
1833, 0.35
1834, 0.27
1835, 0.31
1836, 0.35
1837, 0.36
1838, 0.43
1839, 0.67
1840, 0.53
1841, 0.50
1842, 0.25
1843, 0.61
1844, 0.31
1845, 0.36
1846, 0.26
1847, 0.32
1848, 0.41
1849, 0.33
1850, 0.39
1851, 0.39
1852, 0.34
1853, 0.28
1854, 0.23
1855, 0.75
1856, 0.26
1857, 0.32
1858, 0.33
1859, 0.61
1860, 0.38
1861, 0.31
1862, 0.26
1863, 0.52
1864, 0.37
1865, 0.38
1866, 0.57
1867, 0.31
1868, 0.47
1869, 0.61
1870, 0.26
1871, 0.31
1872, 0.35
